DR2Name,KIC,RA,Dec,Gmag,BP_RP,parallax,pmra,pmde,rv_gaia,erv_gaia,Prot,RV_lam,e_RV_lam,Teff_lam,e_Teff_lam,logg_lam,e_logg_lam,feh_lam,e_feh_lam,afe_lam,e_afe_lam
Gaia DR2 2080064966542330112,9289433,295.15190,45.798933,13.7704,0.901464,0.56915920,-5.8224510,-3.6499021,0.0000000,NaN,8.04700,-14.9387,5.98086,5986.15,84.5773,4.12494,0.183629,-0.142070,0.100329,0.134991,0.0704903
Gaia DR2 2079430376535563392,9299787,298.30554,45.709655,12.8728,0.952131,0.65669877,-7.9698264,-11.472071,-38.112603,1.7427575,5.46300,-54.9909,3.75940,5882.55,18.7292,3.93620,0.0399868,0.0419949,0.0311220,0.0162455,0.0136664
Gaia DR2 2079454153474913920,9300066,298.38620,45.764248,15.5349,1.37326,1.7592354,2.6113751,-0.015042625,0.0000000,NaN,29.4760,-29.5685,3.87931,4852.86,24.5514,4.70195,0.0456695,-0.133343,0.0349143,0.0486616,0.0130239
Gaia DR2 2079441990127443328,9301392,298.76218,45.726870,14.8595,1.75070,4.2802456,-20.250454,-54.738624,0.0000000,NaN,32.5700,-20.4998,5.01853,4368.46,31.5941,4.45403,0.0601106,-0.818579,0.0458365,0.209269,0.0142923
Gaia DR2 2079442677322252288,9301964,298.91614,45.718493,14.4287,1.13018,1.8150354,-0.34942885,-9.3735559,0.0000000,NaN,13.0410,-32.0988,3.39965,5361.95,20.3716,4.62139,0.0369464,0.0229829,0.0268592,-0.00233749,0.0101507
Gaia DR2 2085259437431632768,9302601,299.10139,45.748681,14.4388,1.18603,2.0382319,-6.0981045,-14.671456,0.0000000,NaN,7.32000,-4.31102,3.69944,5215.81,19.2341,4.64918,0.0347254,-0.00765703,0.0268086,0.00192748,0.00883195
Gaia DR2 2085256688652626176,9302902,299.19622,45.760584,13.2249,0.975896,2.3992535,13.873475,13.576400,0.0000000,NaN,23.6620,12.3395,3.78938,5582.16,19.9556,4.43974,0.0396202,-0.0296965,0.0303830,0.0143271,0.0122628
Gaia DR2 2085245418658597376,9303651,299.41944,45.738759,15.1081,1.35985,1.4046655,-8.1531923,-11.764171,0.0000000,NaN,29.5980,-32.6114,3.80137,4925.20,23.3194,4.65644,0.0437260,-0.0986665,0.0314478,0.0702474,0.0113548
Gaia DR2 2085250602674007680,9303842,299.47646,45.737079,15.9134,1.29045,0.77365424,-3.2593237,-7.7613095,0.0000000,NaN,7.88100,0.638558,4.65877,5328.47,26.9801,4.62462,0.0500751,-0.0358498,0.0353129,0.00119545,0.0151196
Gaia DR2 2085251053655757056,9303943,299.50082,45.774598,13.8707,1.15842,2.6721150,2.8104933,-8.5225377,0.0000000,NaN,11.5650,-15.7901,3.33969,5061.00,19.9287,4.67048,0.0370630,0.0733798,0.0256244,-0.00806939,0.00969126
Gaia DR2 2085250332093838464,9303969,299.50719,45.713241,12.4765,0.818511,1.3068514,-2.9947468,-6.5782145,-19.479826,3.6662213,16.0530,-19.9902,4.88962,6235.66,15.5441,4.32709,0.0285550,0.0703532,0.0261029,0.0115630,0.0115111
Gaia DR2 2085212910045577216,9306900,300.42649,45.724769,11.7552,0.807128,1.0325983,-1.4285287,0.95786968,0.0000000,NaN,2.48900,-20.5897,5.45922,6439.61,10.9144,3.80136,0.0210274,-0.0658328,0.0182655,0.00482098,0.00727785
Gaia DR2 2082211075805691648,9307127,300.49786,45.755851,14.9988,0.989769,0.82278384,2.4993631,-2.2665816,0.0000000,NaN,16.0060,-56.1301,4.98855,5664.66,24.4331,4.08016,0.0513875,-0.0841509,0.0354206,0.0749804,0.0161665
Gaia DR2 2082210491690124800,9307142,300.50206,45.705255,13.3475,0.861631,0.76086407,-0.32250919,-3.8231640,0.0000000,NaN,1.60600,-24.6609,5.54916,6498.98,20.1073,3.96218,0.0379407,-0.174826,0.0313954,0.0226080,0.0138122
Gaia DR2 2082304637372482176,9307374,300.57816,45.765734,14.3133,1.44007,3.2647436,-8.3138198,-2.6219535,0.0000000,NaN,17.6300,-16.6115,3.62149,4638.32,16.1427,4.66549,0.0289953,-0.110774,0.0237990,0.0757802,0.00737736
Gaia DR2 2082300892161054592,9307918,300.74322,45.712503,14.1883,0.993197,1.3083662,3.6038864,2.7051735,0.0000000,NaN,18.8540,-63.9188,4.29902,5620.11,20.1212,4.26050,0.0392969,0.176847,0.0287482,0.0400334,0.0113802
Gaia DR2 2082301407557170176,9308124,300.80270,45.721444,12.0343,0.864342,1.2561353,0.52907236,-8.5626011,-9.4814704,7.7638690,7.14700,-18.8689,4.92859,5971.55,14.7843,3.80468,0.0317085,-0.257986,0.0273846,0.0301318,0.0103251
Gaia DR2 2082301544996156288,9308239,300.83550,45.743047,13.8452,0.858829,1.1130360,-2.4838183,1.3182876,0.0000000,NaN,6.23200,-24.7599,5.42025,6143.97,19.2523,4.18532,0.0409847,0.0226412,0.0307058,0.0647589,0.0156015
Gaia DR2 2082301854233811328,9308289,300.85131,45.739826,14.4233,0.936898,0.85350874,-3.8893399,-12.460318,0.0000000,NaN,8.59200,-14.6509,6.10977,6151.21,23.0592,4.19503,0.0434295,-0.307672,0.0387958,0.0436265,0.0158912
Gaia DR2 2107031142044630144,9326053,283.43972,45.837938,12.4231,1.52315,9.3909637,39.935986,-93.756458,-31.492823,0.60833593,34.9570,-41.1615,3.58852,4463.03,21.1359,4.54051,0.0375845,-0.420584,0.0311932,0.172735,0.0105621
Gaia DR2 2107029183539567360,9326289,283.58219,45.847922,13.7455,0.949104,1.7340067,-1.1199113,-10.087560,0.0000000,NaN,22.9940,-22.9791,5.01853,5516.22,21.9840,4.52842,0.0478853,-0.0796255,0.0344160,0.0513482,0.0161318
Gaia DR2 2107217406186573312,9326711,283.81298,45.858482,13.2293,0.771544,1.3369645,-4.1437965,-3.4889904,0.0000000,NaN,9.29600,-34.7400,4.47890,5982.78,18.6919,4.36061,0.0369282,-0.0865034,0.0328701,0.0463049,0.0141659
Gaia DR2 2107216650272342400,9326811,283.88096,45.840166,11.6143,0.957110,5.7643834,-4.4533329,23.983996,40.401114,0.92983748,27.8900,28.0186,4.25106,5343.09,18.0583,4.37137,0.0331002,-0.0880993,0.0259143,0.0115707,0.00767446
Gaia DR2 2107213832774146816,9326903,283.94214,45.832682,13.8512,1.11285,2.5163206,-14.444028,18.509361,0.0000000,NaN,32.8290,-21.6690,3.75940,5064.67,24.2685,4.55413,0.0441589,0.110299,0.0324957,0.0318932,0.0135744
Gaia DR2 2107173906758144640,9328832,284.98505,45.892717,13.9213,0.712163,1.1207448,1.1746501,-2.7112838,0.0000000,NaN,8.67400,-3.86133,6.14874,6137.19,27.5797,4.34574,0.0643630,-0.141438,0.0475173,0.0395376,0.0259591
Gaia DR2 2107169435692339840,9328983,285.08930,45.812098,12.1471,0.819547,1.2377315,-0.99209897,-1.2679445,-43.550319,1.0493337,18.8390,-49.0401,3.66047,5795.28,18.5225,3.76499,0.0400172,0.188246,0.0272734,-0.0114427,0.0133849
Gaia DR2 2107169371272294400,9328987,285.09449,45.803801,12.4985,1.07736,4.3907976,-2.8553571,20.964842,-19.784178,1.1323199,35.0540,-22.7692,3.03990,5040.47,18.9808,4.45353,0.0342292,0.180167,0.0254853,-0.00929963,0.00887376
Gaia DR2 2106513272068540672,9329571,285.46003,45.886974,13.8695,0.719172,1.1606544,-0.30066818,-11.181895,0.0000000,NaN,8.96500,-11.6499,5.26136,6121.76,21.1495,4.33894,0.0433500,-0.171374,0.0370130,0.0366645,0.0176841
Gaia DR2 2106502586189591552,9330065,285.75054,45.808546,14.2189,1.05993,1.4727662,-0.56800890,-3.3302313,0.0000000,NaN,7.67600,-15.2714,3.80137,5215.20,26.2511,4.63253,0.0479281,0.0585578,0.0369064,-0.00922805,0.0146420
Gaia DR2 2106480660377777536,9331032,286.31792,45.847077,12.2136,0.954317,3.6259460,-3.2130412,-20.682354,-20.538554,0.84407763,30.4970,-24.7089,3.75940,5457.14,19.0769,4.41383,0.0372640,0.0856968,0.0290732,0.0211376,0.0106112
Gaia DR2 2130289283306676608,9332741,287.30492,45.880728,14.1563,0.798372,1.2330097,1.1428743,-4.3660622,0.0000000,NaN,13.4710,6.52948,5.09048,5846.05,25.2178,4.47004,0.0558778,-0.0645188,0.0408806,0.0202687,0.0211944
Gaia DR2 2130261417558606848,9333212,287.57747,45.822123,13.9353,1.06908,1.8266185,1.2766799,0.28826292,0.0000000,NaN,8.93000,-10.8105,7.96549,5024.88,236.542,4.47480,0.459434,-0.460450,0.251135,0.101202,0.128579
Gaia DR2 2130262551430538240,9333505,287.74474,45.843244,12.8873,2.45081,15.330671,39.541731,-63.916249,0.0000000,NaN,36.7290,-1.26213,5.02752,4198.23,43.4934,4.36259,0.0627597,-1.41081,0.0504675,0.118473,0.00906592
Gaia DR2 2130264922252013696,9333852,287.95020,45.875500,11.4636,0.905263,2.6627168,-12.127222,-20.699650,21.323753,6.1404412,15.6520,-6.17872,3.69944,5580.37,14.0530,4.04263,0.0268685,0.178525,0.0193539,-0.000499593,0.00785548
Gaia DR2 2127343176260157952,9334682,288.36288,45.899636,14.8673,1.04254,1.3732125,-1.8424169,2.7911277,0.0000000,NaN,18.4260,1.28011,4.65877,5191.19,43.3534,4.41149,0.0877904,-0.00438612,0.0535286,0.0227559,0.0285713
Gaia DR2 2127342076748532224,9334867,288.44162,45.844135,13.4912,0.853668,1.8848420,9.2653802,6.8861121,0.0000000,NaN,15.3010,-44.4412,4.23907,5696.37,19.7129,4.46675,0.0415704,0.00579457,0.0303533,0.0128111,0.0145627
Gaia DR2 2127342317266297600,9334928,288.47861,45.859309,13.0236,0.973456,3.2125311,7.0803341,13.757821,0.0000000,NaN,23.8770,-33.0701,6.23868,5431.46,387.488,4.88153,0.658630,-0.0505707,0.367138,-0.0740043,0.179464
Gaia DR2 2127339220591816320,9335060,288.55219,45.811944,14.6321,1.23766,2.0491932,-6.4801026,17.997381,0.0000000,NaN,38.0170,-48.6893,3.86133,4863.39,25.5461,4.60702,0.0485466,0.228658,0.0333836,0.0235067,0.0153796
Gaia DR2 2127339156170391040,9335087,288.56707,45.839526,13.3908,0.824320,2.0746031,-9.2645232,15.026595,0.0000000,NaN,15.6230,-37.5910,6.55047,5975.59,20.1494,4.20634,0.0482331,-0.484059,0.0409923,0.0680926,0.0148465
Gaia DR2 2127332696539998208,9335378,288.71910,45.824962,14.5588,1.10167,1.8911495,4.2511586,-4.8099898,0.0000000,NaN,18.8870,-13.7185,6.50550,5105.04,133.511,4.80050,0.228738,-4.98370e-05,0.141572,0.0493065,0.0753282
Gaia DR2 2127333658612715392,9335664,288.87401,45.883698,13.0913,0.800731,1.2890158,1.4251475,5.7274524,0.0000000,NaN,11.1940,-45.2807,4.67077,5764.31,21.8494,4.18228,0.0444467,-0.116745,0.0361256,0.0497178,0.0161153
Gaia DR2 2127332937057833472,9335684,288.88066,45.802522,13.5761,0.955722,0.83136170,5.7100264,7.2082531,0.0000000,NaN,8.90100,-18.7700,3.69944,5550.75,29.2229,3.95418,0.0644539,0.0561549,0.0400721,-0.0393059,0.0204508
Gaia DR2 2127352998845310976,9335972,289.02480,45.835539,11.3383,0.871000,2.0565651,-6.1860896,24.010653,-65.531649,0.78117642,28.5340,-75.9914,4.25106,5673.92,20.9792,3.86133,0.0451459,-0.0651294,0.0312788,-0.00765942,0.0113962
Gaia DR2 2127352968785353472,9335973,289.02580,45.815398,13.9145,0.923007,1.6994409,0.53387154,-1.3514127,0.0000000,NaN,7.54800,-74.1207,7.44984,5443.19,45.9104,4.13688,0.105227,-0.462798,0.0622002,0.234303,0.0325611
Gaia DR2 2127306239541703808,9336140,289.11297,45.830740,14.3368,0.895594,1.3682068,-4.8979108,-9.2200064,0.0000000,NaN,8.69800,5.09947,4.29902,5557.02,26.7025,4.48354,0.0563984,0.0513170,0.0384107,-0.0238919,0.0195532
Gaia DR2 2127450722241606528,9340090,290.91255,45.877584,13.8836,1.09403,2.7122596,-24.687209,-44.736025,0.0000000,NaN,23.8410,-32.9202,6.82028,5093.44,31.0633,4.56271,0.0586967,-0.271841,0.0415657,0.0798021,0.0173165
Gaia DR2 2127439795844381824,9340503,291.08441,45.898342,14.7950,1.32334,1.3808036,1.0242644,-5.5367904,0.0000000,NaN,0.856000,10.2199,4.49089,4736.96,28.7192,4.34746,0.0519354,-0.0772406,0.0358283,0.0173708,0.0162334
Gaia DR2 2127529818358775936,9340955,291.26954,45.867587,14.9272,0.901576,0.33828877,-1.1071291,-2.7599196,0.0000000,NaN,4.09700,-25.8511,6.81129,5822.77,26.6971,4.39773,0.0601704,-0.121366,0.0414633,-0.00702835,0.0208137
Gaia DR2 2126731401119602432,9344807,292.81034,45.808835,13.4476,0.726101,1.2594768,5.0667811,3.2218709,0.0000000,NaN,6.82600,-26.8614,5.03052,6150.38,18.4502,4.36958,0.0385238,0.111164,0.0293739,0.00451238,0.0160649
Gaia DR2 2128049097087201280,9345655,293.15429,45.894984,14.2782,0.981967,1.5581005,2.3636358,6.0463129,0.0000000,NaN,20.2200,-44.3603,4.32900,5411.21,27.8229,4.54486,0.0557559,0.0658618,0.0391730,0.00897591,0.0180743
Gaia DR2 2128038101970986880,9346156,293.34742,45.897362,12.4311,0.891897,3.1112859,4.4768532,-18.984864,0.22280953,1.9579965,14.0580,-5.75002,3.71143,5649.55,18.7879,4.52345,0.0371071,0.142333,0.0278574,0.0112770,0.0120306
Gaia DR2 2128011679331756032,9347066,293.70405,45.892462,14.4225,1.09443,1.6881240,-8.5693395,-6.9629382,0.0000000,NaN,29.9220,-16.5785,4.37097,5138.98,26.2769,4.44240,0.0494904,0.299508,0.0338232,0.0190969,0.0154139
Gaia DR2 2128011507533089920,9347204,293.75941,45.880229,15.5622,2.28354,5.1661217,3.0407624,4.8175927,0.0000000,NaN,24.9490,-7.09009,1.99662,4327.15,42.7839,4.66538,0.121538,-1.13193,0.0762044,0.201005,0.0464143
Gaia DR2 2128001371410443136,9348056,294.07862,45.879445,13.4439,0.682703,1.0139090,-4.2930747,-3.6323935,0.0000000,NaN,3.01300,-23.0510,5.54916,6451.78,19.9935,4.20178,0.0373871,-0.0246469,0.0289698,0.0248147,0.0153105
Gaia DR2 2080053967124107008,9349426,294.57544,45.800647,12.3567,0.565317,0.96543684,-1.8299911,0.86802944,-11.662892,6.5964646,1.17500,-28.8400,5.41125,6783.36,20.9648,4.08647,0.0345306,-0.0559336,0.0302533,0.0868227,0.0132117
Gaia DR2 2080057476119739648,9349698,294.67476,45.865198,12.8386,1.08239,3.3999964,10.041730,5.6622122,-27.250371,4.3424682,1.36100,-33.1211,5.66008,5013.11,26.8144,3.94179,0.0619780,-0.389236,0.0265337,-0.0311983,0.0143355
Gaia DR2 2080056857645049216,9350079,294.80021,45.877779,13.5016,0.798905,0.53692681,-1.8235508,-6.8684667,0.0000000,NaN,6.56500,0.659543,5.98985,6139.33,24.3105,3.90737,0.0612289,-0.0521064,0.0390518,0.0184927,0.0221499
Gaia DR2 2080019611687789056,9351536,295.33090,45.883408,12.6292,0.642449,1.5025804,-12.254010,-13.186797,-23.629320,3.4620193,4.57800,-23.9294,9.12868,6454.41,35.3895,4.16072,0.0772449,-0.224670,0.0507975,-0.0132904,0.0294435
Gaia DR2 2080151170827400320,9357369,297.23242,45.865147,14.5133,1.28852,2.4328271,-6.4138084,-15.850930,0.0000000,NaN,21.2820,3.89131,4.77869,4964.59,53.2243,4.63125,0.0975081,-0.239854,0.0601736,0.105495,0.0304902
Gaia DR2 2080150968968832000,9357375,297.23342,45.843133,15.4429,1.76857,3.0696751,-20.060375,-30.005940,0.0000000,NaN,18.5680,-31.3703,3.99923,4372.21,31.9604,4.53237,0.0607983,-0.686553,0.0429422,0.209970,0.0166344
Gaia DR2 2079446250735178240,9362445,298.61666,45.803091,13.1705,0.909458,0.63367396,-5.4699903,-6.9807681,0.0000000,NaN,4.08900,1.81075,5.08148,6466.91,17.1994,3.81093,0.0357229,-0.0618229,0.0283827,0.0252241,0.0124284
Gaia DR2 2085264488313372672,9364836,299.30643,45.845064,15.0498,0.968768,1.9141649,1.0634204,-3.1362094,0.0000000,NaN,13.1750,-33.9005,5.65109,6055.56,19.8227,4.37112,0.0405413,-0.110214,0.0329952,0.0607676,0.0164626
Gaia DR2 2085264488305759616,9364836,299.30618,45.844972,16.3524,NaN,0.46405106,-0.79658146,-3.2915079,0.0000000,NaN,13.1750,-33.9005,5.65109,6055.56,19.8227,4.37112,0.0405413,-0.110214,0.0329952,0.0607676,0.0164626
Gaia DR2 2085263762452930432,9364877,299.31907,45.843215,13.4755,0.783101,-0.40188971,-3.0454246,-2.4655958,0.0000000,NaN,9.28300,-2.95895,6.40956,7418.88,33.3500,4.05381,0.0350272,0.196727,0.0277998,0.108709,0.0136573
Gaia DR2 2085253321398565888,9365561,299.53340,45.895208,15.5704,1.25218,1.1926323,-4.3768630,-7.0768644,0.0000000,NaN,10.3030,-2.65916,4.80867,5219.99,26.6617,4.57109,0.0485051,0.0246782,0.0346770,0.0129522,0.0144351
Gaia DR2 2085218549342729728,9367964,300.25589,45.890417,13.7507,0.870546,0.85777018,-0.019769625,-3.8969597,0.0000000,NaN,7.88100,-15.6312,5.71105,6431.86,20.0195,4.45114,0.0370749,0.0272846,0.0297930,0.00569110,0.0156643
Gaia DR2 2085218446263511936,9367979,300.26079,45.878759,14.7963,1.01360,1.3929925,3.3075241,13.187010,0.0000000,NaN,24.8980,-0.290799,4.23907,5383.53,22.0685,4.42685,0.0416412,-0.187346,0.0328212,0.0486801,0.0113130
Gaia DR2 2082305530725692544,9368998,300.56017,45.840527,14.8742,0.868018,0.73251275,-1.6181935,-5.3114223,0.0000000,NaN,2.74300,5.66908,6.41856,6269.43,21.6160,4.13844,0.0433846,-0.188495,0.0350726,0.0257014,0.0159115
Gaia DR2 2082304568653054848,9369295,300.64324,45.823548,13.5574,1.05822,2.1477814,3.6433089,15.444682,0.0000000,NaN,14.9650,15.1305,5.89992,5151.81,37.6764,4.08232,0.0838302,-0.485131,0.0392078,0.118224,0.0207921
Gaia DR2 2082302781946689664,9369544,300.71371,45.800658,14.3499,0.913423,1.1204155,0.16181965,-4.6060828,0.0000000,NaN,7.83700,-42.5286,4.79968,5812.70,20.9137,4.28899,0.0417298,-0.0558026,0.0332494,0.00908122,0.0130511
Gaia DR2 2107083265768077824,9386276,282.31288,45.949933,13.6460,0.737061,1.2434490,4.8491726,1.9535360,0.0000000,NaN,6.05800,-18.2813,4.50888,6124.58,19.3162,4.47266,0.0373950,-0.0633459,0.0328448,-0.00538206,0.0149715
Gaia DR2 2107224484293049472,9388752,283.87571,45.985660,11.5791,0.774847,1.3776596,-12.685934,-16.073442,-7.5008671,1.6969087,16.0540,-16.8903,5.08148,6079.86,20.7308,3.57502,0.0450262,-0.255373,0.0341382,0.0361610,0.0156362
Gaia DR2 2107223689720799744,9388834,283.92102,45.976931,11.9817,0.966362,4.9527054,33.552955,-18.538916,3.6275329,1.2418013,20.1910,-2.74010,3.62149,5393.65,19.7302,4.49888,0.0371735,-0.204784,0.0308445,0.0430398,0.0104123
Gaia DR2 2107221838592926592,9389049,284.04335,45.957571,13.2735,1.48885,5.6930472,9.4475616,-13.354282,-29.383300,1.8786300,31.8320,-35.0607,4.05919,4523.32,23.6486,4.55680,0.0402997,-0.224588,0.0323171,0.123790,0.0115639
Gaia DR2 2107221254477404928,9389206,284.11897,45.967654,12.7795,0.785976,2.3037246,1.7394726,1.6678663,-9.6970122,1.8662361,4.47300,-11.5510,7.11108,5871.43,30.5559,4.37422,0.0674505,-0.120479,0.0484841,0.0779540,0.0260952
Gaia DR2 2107229157217285632,9389658,284.38348,45.923540,13.7296,0.754858,0.81411738,0.86078113,-10.076588,0.0000000,NaN,2.62700,-17.7087,4.89861,5986.75,22.0780,3.97752,0.0470793,-0.383725,0.0396977,0.0228112,0.0169632
Gaia DR2 2107280009629681792,9390664,284.92759,45.998366,11.1342,0.895293,1.5385313,-5.2257580,-3.7728817,-9.2627588,2.1022371,6.65500,-15.5892,3.71143,5634.86,11.6389,3.81150,0.0245833,-0.0709026,0.0190414,-0.00527894,0.00726216
Gaia DR2 2107174387794486528,9390670,284.93090,45.960351,9.50492,0.672526,4.9134221,-29.269799,-24.032814,-56.055160,1.3522843,3.52700,-69.3810,4.52986,6225.96,8.35489,4.18596,0.0163063,0.0404500,0.0148055,0.0109509,0.00637172
Gaia DR2 2106520625052415360,9391335,285.32416,45.994633,11.3819,0.863074,3.4451210,7.2065984,14.095976,-42.130959,0.43783582,30.2770,-38.1486,3.99024,5646.36,14.3206,4.10532,0.0280347,0.164447,0.0209450,0.0139442,0.00844648
Gaia DR2 2106517184779654528,9391901,285.64813,45.954252,13.0725,1.09896,3.6514195,-5.9761771,0.33510105,-19.534391,2.1550154,27.1970,-22.6313,3.93028,5158.45,19.6620,4.60868,0.0356952,0.0125807,0.0260834,0.0326534,0.00935235
Gaia DR2 2106529249346608384,9392121,285.76413,45.979226,13.0076,0.996280,2.9607795,25.912774,31.698904,-23.772072,10.073172,13.7680,-40.6189,3.18080,5363.70,36.8710,4.44253,0.0769486,-0.0202021,0.0435110,0.0276529,0.0258478
Gaia DR2 2106528665231079552,9392349,285.87483,45.979902,13.6392,0.932331,0.77220954,-3.8843382,-17.639639,0.0000000,NaN,13.9660,-42.0489,4.94957,5505.33,30.1694,3.86599,0.0656758,-0.291253,0.0473689,0.0462284,0.0216944
Gaia DR2 2106526225689672576,9392583,285.99539,45.959133,13.8945,0.753029,0.91720505,0.84749736,3.0156355,0.0000000,NaN,1.75500,-23.4887,7.83058,6082.85,47.2358,4.34547,0.105315,-0.202094,0.0708307,0.0552789,0.0413645
Gaia DR2 2106484616046561536,9393015,286.23425,45.967317,14.4744,0.955136,1.1329325,9.8462627,6.3701916,0.0000000,NaN,0.241000,-57.0505,5.35130,5395.06,51.1873,4.23845,0.107838,0.259206,0.0591547,0.00209961,0.0359000
Gaia DR2 2106481454950362752,9393174,286.33199,45.936557,14.4278,0.929781,1.3407754,2.6698126,-3.6710836,0.0000000,NaN,22.8710,-4.14913,4.58083,5453.72,47.5945,4.50335,0.0958844,0.129132,0.0550224,-0.00769200,0.0339760
Gaia DR2 2130348897452845056,9396153,288.06390,45.957997,14.7016,1.44565,2.7176141,-17.188433,-24.767468,0.0000000,NaN,31.0630,-13.8684,6.68237,4918.53,379.103,4.13959,0.796270,-0.491574,0.399397,-0.0566309,0.211025
Gaia DR2 2130254236373410816,9396164,288.07062,45.905389,14.9727,2.06594,5.3141109,-3.6414830,-75.511675,0.0000000,NaN,28.9010,-9.47644,1.82274,4315.61,40.9431,4.43120,0.104472,-1.00292,0.0661578,0.167560,0.0265392
Gaia DR2 2130345392758756992,9396359,288.19268,45.942249,11.8618,0.596366,2.1804110,-10.196860,-10.042043,7.4005831,2.3408907,2.48600,-3.75040,5.81897,6526.79,18.1137,4.05748,0.0329448,-0.364113,0.0331335,0.0741535,0.0114314
Gaia DR2 2127343279339373440,9396650,288.36453,45.900239,13.3108,1.25244,0.25107642,-3.5939971,-3.5163833,-35.869938,1.8523054,18.4260,-37.1593,3.63049,4821.98,24.0831,2.49692,0.0601579,-0.228150,0.0239931,0.0154374,0.0141241
Gaia DR2 2127343279339374336,9396652,288.36640,45.909206,12.3037,0.716290,2.4544861,6.2633214,18.848046,0.0000000,NaN,9.17200,-22.8292,4.68875,6080.94,19.1508,4.38684,0.0366119,-0.200549,0.0355288,0.0388982,0.0135593
Gaia DR2 2127349051775458176,9396955,288.53491,45.977907,11.4886,1.01368,1.3790685,-7.0490582,-10.788871,9.9400752,0.23810637,52.3390,1.75079,4.52986,5258.56,17.0230,3.46339,0.0418721,-0.356975,0.0160959,0.0384778,0.00973641
Gaia DR2 2127345650160987776,9397109,288.61057,45.920230,15.4569,0.963298,0.49917175,-2.7671910,-0.054661452,0.0000000,NaN,5.97900,-66.3591,5.32132,5537.94,43.5989,4.06668,0.0959908,0.284881,0.0517989,0.0241385,0.0318266
Gaia DR2 2127347402508037504,9397159,288.63768,45.985091,12.4309,0.784781,1.5758338,-0.17248494,-3.4485581,-2.3893330,1.6080819,13.9100,-11.0713,4.59882,5928.60,18.4725,4.08694,0.0399670,-0.122307,0.0341040,0.0158544,0.0146237
Gaia DR2 2127357366832195456,9397569,288.86798,45.914945,13.4404,1.14344,3.0881887,2.0131216,-18.714858,-21.720353,7.8604646,28.5480,-15.6312,3.62149,5045.12,22.7444,4.62397,0.0409179,-0.0414425,0.0316403,0.0296316,0.0119086
Gaia DR2 2127357813508825088,9397710,288.94017,45.977645,12.0406,0.810778,1.5837898,4.9460726,-9.1500919,-30.618862,0.69804951,20.9550,-28.9000,4.07118,5806.60,20.8082,3.98038,0.0452436,0.0478513,0.0316200,0.0206185,0.0157158
Gaia DR2 2127307545211334400,9398202,289.22880,45.912211,12.0049,0.999656,3.5358526,-7.9315638,-18.211982,-6.4992298,2.0469922,16.5750,-6.43055,4.50888,5387.57,18.5385,4.54644,0.0328686,-0.0893704,0.0282821,0.0535246,0.00861142
Gaia DR2 2127451271997455104,9401856,290.92904,45.935328,12.9268,0.905490,0.98518980,-2.1924350,-12.716680,0.0000000,NaN,3.03200,11.9707,5.32132,5594.93,20.3647,3.77799,0.0471062,-0.207602,0.0309988,0.0371230,0.0123679
Gaia DR2 2127452783825960704,9401912,290.95133,45.953335,14.5015,1.07306,1.6705142,-3.4919424,-13.656444,0.0000000,NaN,19.7940,13.5986,3.96925,5211.45,23.6168,4.54347,0.0456448,0.00672451,0.0316479,0.00593869,0.0124748
Gaia DR2 2127452062271466496,9402036,290.99783,45.941313,14.7560,1.77116,3.4955556,-8.6818439,-12.487641,0.0000000,NaN,24.2250,-34.1344,17.1841,4167.47,92.7977,4.96985,0.220781,-0.773644,0.132616,0.0345715,0.0625635
Gaia DR2 2127452096631209600,9402039,290.99935,45.949984,13.3674,0.752060,0.92956734,-2.7467418,-1.0376681,0.0000000,NaN,8.93800,-11.4311,4.43093,5986.55,53.9401,4.08654,0.123751,0.282944,0.0657029,0.00316415,0.0465638
Gaia DR2 2127440036363041152,9402117,291.03575,45.912895,15.1116,0.988220,1.0925105,-6.4712678,-10.422918,0.0000000,NaN,21.8450,-74.9241,13.1789,5200.19,198.153,4.31796,0.340419,0.106399,0.196149,0.00950108,0.103890
Gaia DR2 2127534388203951872,9402241,291.09816,45.959832,13.2211,0.888434,2.3436029,-8.6931385,-0.64494139,0.0000000,NaN,19.7300,-44.1714,3.66946,5553.28,20.2514,4.44078,0.0390851,-0.111516,0.0314165,0.0217069,0.0120527
Gaia DR2 2127534285124763264,9402384,291.15677,45.976029,12.7901,0.686385,1.1975489,-6.0703424,-8.6619157,16.745510,2.0360644,8.28600,8.96979,5.38127,6151.68,21.7283,4.01197,0.0481063,-0.429404,0.0435540,0.0523231,0.0165583
Gaia DR2 2127533632289661312,9402479,291.20088,45.957636,14.2649,0.791662,0.72419975,-5.4306405,-6.1761243,0.0000000,NaN,2.60000,-23.2309,5.63910,6111.71,20.2156,4.20085,0.0430639,0.00786223,0.0317425,-0.0109538,0.0170137
Gaia DR2 2127533597929926144,9402544,291.23369,45.955630,12.9041,0.871789,1.9071134,-3.1751534,-15.660792,-21.214204,5.0268297,14.7500,-12.0187,4.11015,5769.41,19.3923,4.24257,0.0399345,0.0646905,0.0288514,0.0161219,0.0133844
Gaia DR2 2126750333335893248,9405374,292.36719,45.938563,13.4330,0.809282,1.2516329,5.4446436,6.7789374,0.0000000,NaN,7.11200,-48.5694,5.80998,5765.95,23.3148,4.01802,0.0601559,-0.737680,0.0498671,0.186816,0.0179801
