DR2Name,KIC,RA,Dec,Gmag,BP_RP,parallax,pmra,pmde,rv_gaia,erv_gaia,Prot,RV_lam,e_RV_lam,Teff_lam,e_Teff_lam,logg_lam,e_logg_lam,feh_lam,e_feh_lam,afe_lam,e_afe_lam
Gaia DR2 2077666485007019648,6609879,292.92153,42.014105,14.0271,0.859411,1.1679842,1.0339371,1.2041678,0.0000000,NaN,18.2480,-20.3889,6.76032,5750.38,30.5453,4.29951,0.0718119,0.158313,0.0454183,0.0572796,0.0258028
Gaia DR2 2077676105733889536,6610693,293.15854,42.038019,13.2275,0.725189,0.93998913,-0.67446334,-11.250254,0.0000000,NaN,1.62200,-16.5905,5.27935,6414.02,24.2539,4.33704,0.0487311,0.313762,0.0339570,0.00722209,0.0195023
Gaia DR2 2077675448596795776,6610891,293.21407,42.013034,13.7312,0.829034,1.4864597,3.4774238,2.0424467,0.0000000,NaN,3.95400,-26.6186,6.97017,5954.47,161.468,4.48806,0.300966,-0.112105,0.162812,0.223288,0.0880305
Gaia DR2 2077681633349650176,6611022,293.24755,42.081028,12.4467,0.769318,1.6697111,-2.2999524,-19.737670,-12.948344,0.88869006,29.2350,-18.8510,4.98855,6130.98,17.8902,4.36285,0.0366764,-0.183461,0.0340897,0.0312160,0.0142117
Gaia DR2 2077633671456502272,6611515,293.39443,42.001191,15.1205,0.968745,0.40441981,1.6423214,-0.94002738,0.0000000,NaN,5.33300,-66.5449,6.25967,5582.65,335.356,4.60249,0.632405,-0.201040,0.323483,0.146974,0.161619
Gaia DR2 2077633430938959616,6611650,293.43009,42.004657,13.7129,1.19628,2.1374973,1.0825325,-4.9154068,0.0000000,NaN,7.85000,-30.2700,4.26904,4983.75,23.7799,4.63990,0.0424048,-0.0284554,0.0331723,-0.000165380,0.0123053
Gaia DR2 2077631919109948160,6612016,293.53097,42.017660,12.7068,1.01700,3.7825450,-9.3033369,2.4481334,-19.122544,1.4614856,23.2830,-33.2290,5.47121,5307.60,50.0695,4.69006,0.0929420,-0.329485,0.0572112,0.0421293,0.0317531
Gaia DR2 2077716615863747072,6613542,293.95678,42.049342,14.0813,0.846846,0.55674648,-2.8484851,-6.2180353,0.0000000,NaN,22.0980,70.2264,-1.49896e+06,5950.40,159.976,3.99859,0.419865,-0.612918,0.170216,0.363261,0.0660841
Gaia DR2 2077716955158170496,6613747,294.00955,42.079859,13.5816,1.32216,3.6477628,27.718172,15.687544,0.0000000,NaN,32.5000,-31.0735,6.53248,4740.91,80.7097,4.78243,0.138747,0.226304,0.0887556,-0.00525249,0.0487146
Gaia DR2 2077530523523718016,6614134,294.10667,42.064593,14.0022,1.44905,3.6759768,3.7542903,20.274539,0.0000000,NaN,13.9650,-20.2690,2.70113,4565.19,41.0936,4.66416,0.0674050,0.0909337,0.0464811,-0.00130939,0.0222410
Gaia DR2 2077529419708676224,6614386,294.17693,42.015446,12.8976,0.694234,1.1943649,-4.0436090,-13.806455,0.0000000,NaN,5.66700,-22.8112,7.14106,6369.70,25.2184,4.20008,0.0627689,0.0935096,0.0392757,-0.00248930,0.0233031
Gaia DR2 2077539349673060736,6615432,294.46534,42.089061,12.2403,0.999332,4.2272110,9.4312376,15.360768,-20.699407,0.74701546,27.7590,-28.7201,3.63049,5313.08,19.4520,4.44412,0.0371242,0.134219,0.0254934,0.0155658,0.00978089
Gaia DR2 2077538391904320384,6615697,294.53891,42.071522,13.7334,0.876320,1.1652073,4.5365614,0.081094403,0.0000000,NaN,9.69600,-32.8992,4.70075,5918.32,21.5515,4.44519,0.0485980,0.200026,0.0315038,-0.00126530,0.0176415
Gaia DR2 2077538769856657280,6615697,294.53941,42.071552,14.0151,NaN,1.2188396,4.0120849,0.52652763,0.0000000,NaN,9.69600,-32.8992,4.70075,5918.32,21.5515,4.44519,0.0485980,0.200026,0.0315038,-0.00126530,0.0176415
Gaia DR2 2077106249470870528,6619377,295.48008,42.003821,13.2389,0.646488,0.50518077,0.91929765,-1.9941102,0.0000000,NaN,1.29700,4.67976,6.57145,6893.91,24.6559,4.14253,0.0378818,-0.326092,0.0365421,0.0779088,0.0143384
Gaia DR2 2077106249476232192,6619377,295.48027,42.003563,14.0284,NaN,0.55754227,1.8845301,-1.9236517,0.0000000,NaN,1.29700,4.67976,6.57145,6893.91,24.6559,4.14253,0.0378818,-0.326092,0.0365421,0.0779088,0.0143384
Gaia DR2 2077106902311278720,6619469,295.49895,42.067908,13.4745,0.797138,1.0142859,-1.4128797,-2.2991164,0.0000000,NaN,10.9480,7.36890,8.90983,5983.77,94.4113,4.17807,0.214899,-0.270506,0.0992509,-0.0316195,0.0740307
Gaia DR2 2077107245908679168,6619885,295.59153,42.030434,13.8570,0.714598,0.41371487,-3.1453550,-3.8511276,0.0000000,NaN,0.979000,11.2902,6.10977,6796.57,24.7093,4.04895,0.0413879,-0.153750,0.0318060,0.0929089,0.0157254
Gaia DR2 2077104737647800832,6620046,295.63353,42.055688,14.6768,0.932044,1.0580908,-5.7187552,-17.547035,0.0000000,NaN,19.3520,-69.3360,12.1326,5610.69,332.326,4.44478,0.587633,-0.269250,0.313544,-0.0578176,0.154261
Gaia DR2 2077104943806244352,6620065,295.63760,42.083940,12.5638,0.754684,1.4671015,5.3361858,-1.0165116,-8.1331074,7.0021594,10.0430,-8.49012,4.16112,6165.43,15.7229,4.40378,0.0315775,-0.0219952,0.0284800,0.00379095,0.0121789
Gaia DR2 2077104359690672512,6620073,295.64003,42.029568,11.9510,0.710527,2.0868301,9.0751393,5.1268450,-18.417639,0.96843125,6.42100,-23.2609,7.26997,6265.16,42.0581,4.26002,0.0880700,-0.0517179,0.0535724,0.00942708,0.0317111
Gaia DR2 2077127311996151424,6620510,295.73884,42.056224,14.4099,1.13199,2.0013902,7.6146597,-4.5375769,0.0000000,NaN,11.7140,-13.5686,13.9973,5235.16,224.236,4.85515,0.382200,0.0562376,0.215084,0.0167107,0.116340
Gaia DR2 2076974754758450560,6627367,297.25866,42.039637,13.3570,0.743757,0.78743934,-1.0836249,-6.5510389,0.0000000,NaN,0.429000,-14.2911,9.27858,7182.43,31.2219,4.15904,0.0383443,-0.265152,0.0357382,0.156081,0.0145967
Gaia DR2 2076972315217062016,6627759,297.36210,42.011269,13.8157,0.944860,1.7046358,4.4938956,4.3318399,0.0000000,NaN,6.04300,-26.9304,4.26005,5677.60,18.9858,4.54350,0.0387419,0.119724,0.0285128,0.0248217,0.0128882
Gaia DR2 2076972143418398080,6628089,297.43422,42.013249,13.6758,0.890268,1.2250320,-0.70811561,-3.8992272,0.0000000,NaN,16.1740,-24.2802,7.09009,5845.15,69.5430,4.22412,0.149029,-0.218116,0.0794199,0.0951035,0.0462203
Gaia DR2 2076971868540523136,6628338,297.49509,42.036462,13.9701,0.995796,1.9690679,6.5819881,4.0345904,0.0000000,NaN,14.9800,-22.9611,4.73972,5475.61,24.8938,4.56748,0.0492858,-0.0892503,0.0365290,0.0279383,0.0153916
Gaia DR2 2076928502246053888,6629456,297.73068,42.048991,13.3415,1.07331,2.8032349,7.1454358,-3.5545857,0.0000000,NaN,10.7090,-8.34922,6.55946,5603.11,33.8393,4.73908,0.0673626,-0.130163,0.0441203,0.108797,0.0219728
Gaia DR2 2076928506549533568,6629456,297.73046,42.049268,16.8348,NaN,3.3626081,7.5175554,-2.2605669,0.0000000,NaN,10.7090,-8.34922,6.55946,5603.11,33.8393,4.73908,0.0673626,-0.130163,0.0441203,0.108797,0.0219728
Gaia DR2 2078429992755677184,6629800,297.79762,42.082270,13.7936,0.824349,0.96597207,-6.6069800,-18.100056,0.0000000,NaN,6.31300,-13.3108,9.70128,6261.34,41.6379,4.08517,0.0902917,-0.299316,0.0591782,0.0887837,0.0351753
Gaia DR2 2076927888074285696,6630032,297.84382,42.025164,13.2593,0.913613,2.1462097,4.4063420,-4.6406483,0.0000000,NaN,8.28900,-8.28926,4.31102,5766.09,17.6968,4.49044,0.0351800,0.0559339,0.0290818,0.0360470,0.0117838
Gaia DR2 2076927578836640640,6630131,297.86184,42.005309,13.4808,0.691846,0.86366655,-4.4617756,-2.3907411,0.0000000,NaN,15.1020,3.75040,11.9197,6572.57,48.0766,4.16543,0.0932220,-0.246657,0.0621804,0.0563494,0.0374312
Gaia DR2 2078418069926632192,6631106,298.06050,42.066215,13.1329,0.709180,0.88488527,-0.86424619,1.3970065,0.0000000,NaN,15.9930,3.66946,5.78899,6878.56,23.1587,4.10102,0.0365175,-0.0927870,0.0291666,0.0954518,0.0143036
Gaia DR2 2075418808371175552,6632793,298.38969,42.085107,12.8681,0.751571,0.85936753,-1.6519555,-5.0806126,0.0000000,NaN,2.87000,-17.6308,7.60873,6540.70,26.7765,3.94703,0.0600203,-0.0307422,0.0379505,0.0307044,0.0222585
Gaia DR2 2075414753914876800,6633742,298.56733,42.013308,13.8147,NaN,1.9694056,-6.1550160,-12.156058,0.0000000,NaN,2.22300,-1.21116,5.60912,6142.50,18.4942,4.48668,0.0357260,-0.0937243,0.0293054,0.00414943,0.0150510
Gaia DR2 2075414753922172416,6633742,298.56769,42.013369,12.6970,0.816027,2.0361282,-7.3668805,-7.8159681,0.0000000,NaN,2.22300,-1.21116,5.60912,6142.50,18.4942,4.48668,0.0357260,-0.0937243,0.0293054,0.00414943,0.0150510
Gaia DR2 2075438840099157248,6634026,298.62488,42.095435,13.4816,0.944276,1.1049992,-2.0420282,5.6275393,0.0000000,NaN,7.09500,-49.7206,5.14144,5830.11,35.5872,4.17572,0.0832263,0.104641,0.0475907,0.00813565,0.0280598
Gaia DR2 2075423996692296448,6635021,298.82699,42.002362,13.9023,0.847258,0.35564117,-2.0224916,-6.7318908,0.0000000,NaN,2.29900,-14.0213,7.78861,6892.33,32.1363,3.95565,0.0565631,-0.0995006,0.0406301,0.183701,0.0199198
Gaia DR2 2075423996692300160,6635031,298.82917,42.006025,14.0306,0.880374,0.42057525,-4.0907599,-6.1647062,0.0000000,NaN,15.0910,4.05020,8.16934,6292.11,47.9826,4.16397,0.108109,-0.144279,0.0591943,0.0688281,0.0406257
Gaia DR2 2075423996686334464,6635031,298.82911,42.005736,16.0339,NaN,0.67878512,-4.7662506,-6.1755494,0.0000000,NaN,15.0910,4.05020,8.16934,6292.11,47.9826,4.16397,0.108109,-0.144279,0.0591943,0.0688281,0.0406257
Gaia DR2 2075381631133304064,6636266,299.07313,42.003472,12.7125,1.07964,3.7367257,12.920100,2.2251983,0.0000000,NaN,18.4560,-57.5901,3.22876,5214.42,18.9341,4.46335,0.0343295,0.215461,0.0237854,0.0159749,0.00904763
Gaia DR2 2104701276905767168,6665390,281.83255,42.114770,13.1683,0.825616,1.3197535,-25.713082,-16.060293,0.0000000,NaN,15.2580,-73.8898,5.12046,5778.69,23.1283,4.16321,0.0573418,-0.741803,0.0504439,0.196422,0.0162693
Gaia DR2 2104564318988652544,6668608,283.41415,42.148190,13.9597,1.63884,5.0095990,3.7783269,2.4567869,0.0000000,NaN,10.5090,-20.3409,3.81936,4387.88,30.6497,4.55488,0.0534217,-0.290979,0.0381280,0.101449,0.0160748
Gaia DR2 2104877508003569152,6669790,283.90106,42.130629,13.9202,0.946185,1.8783522,-7.3325128,-10.246485,0.0000000,NaN,21.8720,-5.35130,4.19110,5402.64,29.6846,4.46368,0.0620441,-0.0245007,0.0412298,0.0226752,0.0214590
Gaia DR2 2104882112208550656,6670128,284.05944,42.198737,13.6441,1.22393,3.2128096,-8.3418320,-28.738810,0.0000000,NaN,16.1090,-35.6903,3.81036,4840.22,27.2881,4.35141,0.0484557,-0.0313717,0.0351330,0.00844136,0.0144104
Gaia DR2 2104095755237308928,6672090,284.88350,42.187707,12.6098,0.739898,2.3251118,-3.1640542,-11.489408,-24.526443,2.8914840,12.1680,-34.7190,4.56884,6026.81,19.0884,4.37301,0.0380684,-0.208286,0.0352880,0.0405336,0.0141685
Gaia DR2 2104188217292888832,6672416,285.03289,42.124147,14.7294,1.05064,1.4453114,2.2966070,4.5430506,0.0000000,NaN,17.2430,-32.5185,3.75940,5315.18,22.9132,4.51994,0.0432168,0.0915568,0.0316594,0.00569348,0.0127066
Gaia DR2 2104186361867069056,6672652,285.14777,42.167169,13.5399,1.09568,2.9616777,7.0733855,17.061031,0.0000000,NaN,15.4610,-24.3402,3.60051,5112.76,25.3775,4.69002,0.0482500,-0.102282,0.0372861,-0.0214031,0.0141372
Gaia DR2 2104186563726457728,6672803,285.21895,42.182166,14.5464,1.06247,1.4021083,-2.8140108,-0.46584036,0.0000000,NaN,23.1370,-14.0932,15.7121,6361.65,25.7354,4.69269,0.0547435,-0.388570,0.0446769,-0.0345755,0.0159143
Gaia DR2 2104174851354748288,6672874,285.25444,42.168424,13.3544,0.991124,0.76403465,0.21168023,4.4343481,0.0000000,NaN,10.0380,-17.7597,5.36928,5534.10,25.1974,3.80714,0.0580584,-0.176239,0.0383620,-0.00359700,0.0186905
Gaia DR2 2104174572177769088,6672945,285.29321,42.144662,11.8824,0.891040,4.4060181,17.315963,9.0350771,12.217566,2.2533053,18.1620,9.59036,4.34099,5609.94,21.9100,4.46397,0.0433623,-0.270981,0.0352926,0.0219407,0.0145644
Gaia DR2 2105452140268924032,6675714,286.51267,42.133987,14.5438,1.73886,2.9577703,1.6726280,-1.2431577,0.0000000,NaN,6.76200,-22.1786,1.88569,4319.13,45.3854,4.35872,0.0822415,-0.502515,0.0527354,-0.00530019,0.0253723
Gaia DR2 2105452243348989312,6675757,286.52945,42.167531,13.9897,0.943343,1.5951533,4.6483046,3.5966940,0.0000000,NaN,22.0380,12.8701,4.62880,5637.64,38.6436,4.45438,0.0860326,-0.00571721,0.0526213,0.0359619,0.0304728
Gaia DR2 2105451212555835904,6675936,286.60160,42.119396,12.8683,0.983430,3.2464522,3.1432305,18.339073,-26.250628,2.1564211,20.3950,-31.6911,3.58852,5330.17,21.6258,4.49653,0.0412268,0.0457824,0.0289214,0.00785170,0.0114721
Gaia DR2 2105452861823471104,6675953,286.60907,42.173354,13.6854,0.983233,1.5069524,1.4042005,-3.4201123,0.0000000,NaN,19.6290,-28.9510,4.02022,5506.13,27.6511,4.29695,0.0623083,0.286733,0.0395669,0.0275247,0.0193622
Gaia DR2 2105439392805838592,6675987,286.62651,42.101819,13.7374,0.976863,-0.23010424,-5.0725549,-3.6280309,0.0000000,NaN,13.0310,-51.7202,3.90929,5413.61,24.7629,4.44850,0.0484992,0.175912,0.0334289,0.0173558,0.0145612
Gaia DR2 2105447261185972608,6676236,286.73135,42.193677,13.9631,0.881525,1.1700961,-6.6886280,-17.665241,0.0000000,NaN,20.7910,1.58890,7.95050,5670.04,31.1187,4.33385,0.0655083,-0.400300,0.0506595,0.0966941,0.0252030
Gaia DR2 2105446436552254336,6676296,286.75659,42.183011,14.7797,0.888293,1.1098567,3.8677167,1.1706687,0.0000000,NaN,8.45500,-23.3598,4.31102,5640.68,20.6000,4.46134,0.0432974,-0.0140290,0.0313804,0.000253978,0.0144457
Gaia DR2 2105440183079856512,6676338,286.77207,42.112193,14.1240,0.819126,1.0296147,-0.82116080,12.225022,0.0000000,NaN,1.08400,-48.0088,4.26904,5884.52,18.4717,4.27169,0.0389233,0.145448,0.0282946,0.0271865,0.0143487
Gaia DR2 2105442519542091264,6676643,286.89498,42.113956,13.9380,1.03097,1.4949749,-0.39033067,8.2139581,0.0000000,NaN,20.8860,-18.0715,4.49089,5200.42,37.2677,4.57788,0.0764870,-0.00844761,0.0526723,0.0507691,0.0248022
Gaia DR2 2102461228124235008,6677318,287.17243,42.115742,13.5779,0.760142,1.3117024,-0.21843813,5.5184131,0.0000000,NaN,9.77400,-27.9586,4.64978,6071.02,19.2511,4.29833,0.0397034,-0.0430187,0.0305766,0.0157114,0.0157288
Gaia DR2 2102462224556698240,6677616,287.28417,42.145467,14.4033,0.895307,0.79275542,-4.5271789,-6.4294886,0.0000000,NaN,12.9400,-2.71012,4.25106,5712.79,19.6888,4.17579,0.0407825,0.250441,0.0270971,0.0242735,0.0128646
Gaia DR2 2102453084866428544,6678230,287.54490,42.189404,12.3532,0.746268,1.6329101,-6.5867095,-11.179526,6.4351782,2.0634486,13.0470,-1.40003,4.74871,5995.72,18.8595,4.04053,0.0385512,-0.152561,0.0337921,0.00301067,0.0136724
Gaia DR2 2102453767759753216,6678588,287.68229,42.177687,13.5461,1.47611,5.3163681,34.369602,8.6969021,0.0000000,NaN,25.5310,-28.0396,4.74871,4501.59,31.3923,4.35888,0.0591331,-0.606908,0.0425898,0.108366,0.0150669
Gaia DR2 2102406939737874304,6678701,287.72522,42.190272,13.4843,0.921012,1.4671061,10.193333,5.1526349,0.0000000,NaN,0.335000,8.84088,4.83865,5621.60,43.5346,4.09712,0.105258,0.0857507,0.0597880,0.0209049,0.0387513
Gaia DR2 2102486993626811008,6680396,288.33647,42.103672,12.6658,0.914697,3.1869190,-12.491713,-27.905631,8.2061588,1.2460394,21.4260,1.99062,3.52856,5543.58,20.6979,4.45352,0.0401620,-0.101980,0.0341149,0.0471332,0.0126112
Gaia DR2 2102320971673329280,6681173,288.61897,42.151353,12.8186,0.853462,2.5875005,6.9215031,17.197991,-24.182284,2.6184867,18.8740,-24.0014,3.84934,5700.71,17.8331,4.48311,0.0358382,-0.00726991,0.0298388,0.0248149,0.0117420
Gaia DR2 2102321418349960832,6681452,288.71901,42.164836,13.0404,0.852683,2.2098896,1.8053964,-9.9260884,0.0000000,NaN,10.5050,-3.03090,5.21039,5696.14,24.2540,4.43895,0.0541935,0.0525112,0.0360411,0.0215843,0.0183824
Gaia DR2 2102315096158172544,6681913,288.86497,42.192506,12.7184,0.819084,2.4161687,9.6963861,3.4372447,-18.838297,2.0324740,8.96500,-24.5110,3.65147,5755.70,16.3838,4.56985,0.0309478,0.0167178,0.0277749,0.0147901,0.0103738
Gaia DR2 2101898862288182144,6685629,290.03781,42.173375,14.3093,0.939807,1.1030765,-0.50175834,-6.0711364,0.0000000,NaN,13.4590,6.20870,4.58982,5505.01,22.8609,4.51779,0.0450360,-0.148743,0.0342633,0.0429661,0.0150889
Gaia DR2 2101922325686415488,6688581,290.92159,42.125427,12.2316,0.852786,2.0787063,0.030135923,-5.0724682,-1.5630172,4.5583425,5.98900,-12.6393,3.72042,5766.19,17.4689,4.42458,0.0328778,0.142103,0.0271843,0.0129561,0.0109528
Gaia DR2 2101924632090577536,6688997,291.05775,42.111637,13.1244,0.741706,1.5308726,1.1950059,-10.387179,0.0000000,NaN,23.4260,-16.6715,3.46860,6219.49,18.1236,4.37684,0.0343042,0.184661,0.0286013,0.00348251,0.0147107
Gaia DR2 2101928269922053632,6689030,291.06755,42.199986,13.5970,0.952770,2.2076703,4.3000955,4.9534963,0.0000000,NaN,10.0130,-13.7185,3.77139,5463.80,20.6257,4.52719,0.0388211,-0.0419613,0.0287179,9.03841e-05,0.0113006
Gaia DR2 2101737234079077888,6689943,291.35281,42.123622,10.1931,0.776153,4.5450260,-4.6451549,17.153791,-22.900492,0.66541712,11.9180,-17.4989,4.22108,5964.85,7.08582,4.16334,0.0136633,-0.0781253,0.0122328,0.0260533,0.00492004
Gaia DR2 2101759396110466432,6690428,291.49855,42.196906,14.0141,0.829458,1.2439845,0.84286640,0.082969581,0.0000000,NaN,13.6890,-21.6390,4.04120,5829.06,19.8535,4.43914,0.0407520,0.131072,0.0295909,0.0215065,0.0149009
Gaia DR2 2101748985109902080,6691449,291.81332,42.132861,13.7548,0.853526,1.7271298,6.1247012,-8.1240831,0.0000000,NaN,20.3420,8.28926,3.99024,5732.47,21.0562,4.46332,0.0419909,-0.187834,0.0340601,0.0513367,0.0146698
Gaia DR2 2101750698793289088,6691605,291.86306,42.194643,13.0975,0.712745,0.72225880,-3.1643420,-5.2169760,0.0000000,NaN,3.60700,-19.3006,5.11146,6311.15,19.2398,4.00330,0.0385809,-0.0335040,0.0295832,0.0290005,0.0152151
Gaia DR2 2101702152786640768,6692180,292.03590,42.149019,14.0690,1.17819,0.91924945,3.9853717,9.5531581,0.0000000,NaN,5.42100,30.0392,4.10116,5110.12,27.3804,3.85621,0.0527638,0.348505,0.0252052,0.0705815,0.0134796
Gaia DR2 2125717479600707968,6692779,292.21996,42.120094,12.7991,0.919459,3.1130063,10.292273,9.1132448,-40.731873,4.0202065,23.1610,-49.3698,3.90929,5497.86,20.7070,4.44797,0.0397328,-0.274930,0.0351556,0.0612019,0.0121201
Gaia DR2 2125706896801370368,6693212,292.35605,42.108841,13.9284,0.753609,0.75010280,1.7781783,0.86638751,0.0000000,NaN,7.10300,-12.0906,6.04981,6154.63,26.4155,4.34221,0.0564981,-0.178415,0.0441943,0.0110530,0.0218730
Gaia DR2 2125709714299708160,6693851,292.53503,42.178377,14.3212,0.836614,1.2076040,-5.3116870,-2.5594380,0.0000000,NaN,19.7500,-46.3029,11.0833,5532.48,169.270,4.60382,0.419225,-0.758806,0.228306,0.262209,0.125010
Gaia DR2 2125710294115248000,6694049,292.59195,42.156437,12.1098,0.741650,0.65956166,-1.5684673,-5.3625794,2.0675397,4.7785205,2.35400,5.11146,5.59113,6191.25,18.4582,3.64369,0.0411456,-0.470304,0.0380523,0.0499275,0.0120483
Gaia DR2 2125710160976313600,6694219,292.63903,42.143284,12.7121,0.931346,3.1457554,13.147457,14.702000,-49.617016,1.4067668,22.5490,-61.8592,5.30033,5474.83,55.2413,4.45887,0.110037,-0.172110,0.0663584,0.115946,0.0337375
Gaia DR2 2077680847377801472,6695752,293.07487,42.164139,14.8002,0.829718,0.67002202,3.2992370,8.9929934,0.0000000,NaN,12.9860,-113.741,8.77493,5964.42,259.111,4.37780,0.504442,-0.139998,0.246970,-0.112003,0.150553
Gaia DR2 2077683321279046016,6696265,293.20533,42.197860,12.1004,0.997027,3.1272538,-18.734651,-24.400586,-16.686066,16.256171,12.2380,-8.67000,6.37958,5486.17,48.2628,4.66993,0.0915946,-0.128755,0.0565467,0.0520028,0.0330821
Gaia DR2 2077726167870877696,6697831,293.62648,42.133043,12.8631,0.794691,0.80586885,-3.8215278,-6.6820899,0.0000000,NaN,5.45600,-20.0441,3.52256,6033.64,134.287,2.84412,0.285130,-0.316584,0.139321,-0.285700,0.0793527
Gaia DR2 2077715722510465152,6698198,293.71799,42.128611,14.2934,0.726789,0.77092489,-0.58787997,-0.87327933,0.0000000,NaN,3.17100,-67.8490,-1.49896e+06,6200.43,262.969,3.18936,0.583918,-0.573884,0.302349,0.315702,0.142532
Gaia DR2 2077719021045500544,6699346,294.00754,42.179645,13.7116,0.681303,1.1375200,0.46771689,0.12249110,0.0000000,NaN,1.33800,845.169,17.0372,4200.33,339.422,1.99700,0.601288,-4.44033,0.783572,-0.349010,0.305235
Gaia DR2 2077719192844215168,6699514,294.04995,42.197262,12.9324,0.845782,2.1465995,4.0580521,8.2580901,0.0000000,NaN,11.5620,-24.7329,6.33162,5703.12,113.172,4.27421,0.265521,0.0367819,0.106715,0.0826600,0.0649985
Gaia DR2 2077554231743565696,6700200,294.22536,42.187087,13.7139,0.850721,1.5604899,1.2028088,-1.9981085,0.0000000,NaN,3.70100,-10.2709,7.47982,5766.62,67.5423,4.28746,0.147918,-0.259777,0.0740361,0.0749169,0.0524326
Gaia DR2 2077553785066962304,6700225,294.23098,42.170259,13.9168,1.43198,2.5652159,-1.6462755,-25.202265,0.0000000,NaN,25.5820,9.77024,3.60950,4658.41,31.2999,4.63918,0.0550069,0.0380381,0.0402028,0.0709361,0.0179126
Gaia DR2 2077551242446348544,6700378,294.27155,42.175456,12.5861,0.757231,1.9193078,11.384102,11.851833,-40.893354,1.2072422,9.35700,-47.7989,5.30033,6151.11,17.1345,4.29423,0.0377567,0.0141697,0.0285151,0.0501917,0.0149449
Gaia DR2 2077551890978912768,6700773,294.36375,42.174370,15.5743,1.08709,0.90589785,-0.28392850,-0.51444838,0.0000000,NaN,23.3930,-274.826,-1.49896e+06,4744.46,508.983,8.00782,1.66509,-4.90170,1.34601,-0.0568364,0.352670
Gaia DR2 2077541930957477888,6701699,294.60986,42.124409,13.9551,1.02899,1.3785828,0.96324936,-7.7069406,0.0000000,NaN,26.2140,-29.3197,10.3698,5617.20,33.2763,4.00100,0.0792075,-0.335162,0.0475036,0.140571,0.0244273
Gaia DR2 2077541724799062528,6701770,294.62878,42.119268,13.5430,0.758883,0.84510411,2.5886369,1.6065728,0.0000000,NaN,5.96600,-5.69006,9.17065,6296.08,33.0829,4.07562,0.0766854,-0.167805,0.0484716,0.000248526,0.0303994
Gaia DR2 2077862163716530048,6704613,295.31534,42.198032,13.5867,1.96205,8.9652864,-34.213692,-61.710601,0.0000000,NaN,16.8340,7.31194,2.38635,4295.86,24.8006,4.54460,0.0458152,-0.771329,0.0338150,0.179458,0.0111790
Gaia DR2 2077859518016753152,6705286,295.46411,42.174950,14.2314,0.782331,1.0182798,-2.9341895,-9.8517322,0.0000000,NaN,7.72000,-47.5921,4.04420,6399.65,298.155,4.52674,0.513353,0.0315744,0.252512,0.0658950,0.138104
Gaia DR2 2077859518008562048,6705286,295.46379,42.174772,15.0756,NaN,0.61895937,-4.2819887,-7.8790099,0.0000000,NaN,7.72000,-47.5921,4.04420,6399.65,298.155,4.52674,0.513353,0.0315744,0.252512,0.0658950,0.138104
Gaia DR2 2077108585938462592,6705373,295.48498,42.104495,14.1665,0.999361,1.5098218,2.0645001,2.7278524,0.0000000,NaN,22.0600,-29.0739,6.07080,5432.08,176.486,4.23925,0.313547,0.218424,0.164435,0.0707640,0.107021
Gaia DR2 2077132569036398080,6705695,295.55430,42.187801,14.1411,1.98868,5.4525053,12.327771,13.865775,0.0000000,NaN,20.9760,-10.7386,3.24675,4641.19,213.560,5.14354,0.410201,-0.516253,0.242940,0.0982294,0.118522
